application_id,applicant_name,email,phone,university,department,cgpa,submission_time,submission_hour,ip_address,device_type,time_to_fill_sec,resume_similarity_score,is_duplicate_email,is_duplicate_phone,apps_from_same_ip_1hr,email_domain_type,label
APP00214,Matthew Cline,along472@lums.edu.pk,316908535,LUMS,Software Engineering,3.37,05/05/2024 10:58,10,203.68.14.158,Tablet,675,0.526,FALSE,FALSE,1,university,normal
APP00121,Lindsay Parker MD,hendersonkaren74@nu.edu.pk,331709714,University of Karachi,Computer Science,2.87,20/01/2024 21:20,21,175.44.72.35,Mobile,709,0.222,FALSE,FALSE,1,university,normal
APP00679,Renee Mitchell,brownashley217@hotmail.com,305747180,Quaid-i-Azam University,Mechanical Engineering,2.11,19/01/2024 16:38,16,67.25.3.67,Mobile,510,0.14,FALSE,FALSE,1,legit,normal
APP00290,Alexandra Pena,bryan39597@yahoo.com,322258076,FAST NUCES,Computer Science,2.38,14/06/2024 15:51,15,57.46.173.114,Mobile,251,0.466,FALSE,FALSE,1,legit,normal
APP00073,Mr. Christopher Holmes Jr.,caleb47706@lums.edu.pk,327752972,UET Lahore,Data Science,3.03,22/04/2024 9:38,9,87.34.77.125,Tablet,160,0.404,FALSE,FALSE,1,university,normal
APP00627,Aaron Cohen,yguzman119@lums.edu.pk,335758210,COMSATS,Data Science,3.4,24/06/2024 21:28,21,102.105.159.208,Desktop,351,0.16,FALSE,FALSE,1,university,normal
APP00362,Brandon Lozano,victoriafischer383@iba.edu.pk,301768029,University of Punjab,Software Engineering,2.94,14/04/2024 9:16,9,222.49.213.90,Mobile,745,0.066,FALSE,FALSE,1,university,normal
APP00299,Walter Fields,pmartinez93@gmail.com,304902772,NED University,Software Engineering,2.04,02/05/2024 8:21,8,24.179.94.124,Mobile,748,0.072,FALSE,FALSE,1,legit,normal
APP00835,Patricia Logan,josehutchinson@gmail.com,319178970,Bahria University,Electrical Engineering,2.58,17/06/2024 22:54,22,72.65.12.199,Tablet,283,0.777,FALSE,FALSE,1,legit,suspicious
APP00430,Candace Mccoy,walterblevins982@lums.edu.pk,327139188,LUMS,Electrical Engineering,2.81,17/04/2024 19:48,19,214.103.52.230,Mobile,501,0.22,FALSE,FALSE,1,university,normal
APP00680,Patricia Hester,karendavidson989@outlook.com,332496331,FAST NUCES,Mechanical Engineering,2.4,09/04/2024 20:25,20,185.173.131.79,Desktop,411,0.525,FALSE,FALSE,1,legit,normal
APP00440,Tyler Anderson,lcunningham107@yahoo.com,323605071,NUST,Accounting,3.77,09/04/2024 12:14,12,217.154.129.203,Desktop,373,0.244,FALSE,FALSE,1,legit,normal
APP00671,Emily Ortiz,kwilliams146@nust.edu.pk,322960284,Quaid-i-Azam University,Computer Science,3.86,07/05/2024 21:53,21,186.181.27.207,Desktop,407,0.509,FALSE,FALSE,1,university,normal
APP00772,Jason Terry DDS,madams101@outlook.com,302197032,Quaid-i-Azam University,Computer Science,3.04,26/03/2024 11:43,11,203.86.188.250,Mobile,457,0.41,FALSE,FALSE,1,legit,normal
APP00617,Jennifer Colon,hmiller349@nust.edu.pk,312718286,IBA Karachi,Software Engineering,2.96,18/02/2024 20:57,20,93.15.139.46,Desktop,692,0.457,FALSE,FALSE,1,university,normal
APP00693,Erin Brown,tara79987@lums.edu.pk,338910276,FAST NUCES,Mechanical Engineering,2.85,03/03/2024 11:18,11,54.8.14.143,Desktop,703,0.215,FALSE,FALSE,1,university,normal
APP00714,Laura Torres,ewarner607@iba.edu.pk,325049009,PMAS-UAAR,Mechanical Engineering,2.58,18/04/2024 16:07,16,72.13.82.145,Mobile,869,0.205,FALSE,FALSE,1,university,normal
APP00307,Brandon Chandler,turnersamuel167@outlook.com,332236638,GIK Institute,Mechanical Engineering,2.06,06/01/2024 13:16,13,27.77.150.207,Mobile,227,0.094,FALSE,FALSE,1,legit,normal
APP00421,Trevor Soto,wmcconnell980@iba.edu.pk,325196677,Bahria University,Electrical Engineering,3.84,24/05/2024 15:49,15,123.83.81.8,Desktop,369,0.529,FALSE,FALSE,1,university,normal
APP00061,David Herring,marissasmith902@live.com,321170307,Air University,Software Engineering,2.16,14/04/2024 15:35,15,219.252.102.90,Mobile,896,0.262,FALSE,FALSE,1,legit,normal
APP00459,Ronald Jones,davislisa165@iba.edu.pk,309911007,LUMS,Electrical Engineering,2.56,08/03/2024 16:23,16,5.77.187.221,Mobile,584,0.351,FALSE,FALSE,1,university,normal
APP00093,Kelly Henderson,jamesdaniel764@uet.edu.pk,335801541,GIK Institute,Mechanical Engineering,2.44,31/03/2024 11:40,11,138.49.160.123,Desktop,314,0.373,FALSE,FALSE,1,university,normal
APP00716,Robert Pearson,vyu825@outlook.com,316877681,UET Lahore,Business Administration,3.27,26/05/2024 18:08,18,17.125.200.214,Mobile,851,0.406,FALSE,FALSE,1,legit,normal
APP00667,Penny Bryant,cgarcia379@outlook.com,332438456,FAST NUCES,Electrical Engineering,2.25,23/03/2024 19:25,19,1.117.195.191,Mobile,823,0.211,FALSE,FALSE,1,legit,normal
APP01011,Joel Lopez,user531@tempmail.com,3004824407,FAST NUCES,Accounting,0.39,18/05/2024 1:01,1,177.219.29.131,Mobile,2,0.941,TRUE,TRUE,8,disposable,fake
APP00281,Brittany Hunt,johnsonjeffrey751@outlook.com,313526084,FAST NUCES,Electrical Engineering,2.05,18/05/2024 13:40,13,3.128.221.59,Tablet,830,0.523,FALSE,FALSE,1,legit,normal
APP00591,David Peterson,wardsteven754@nu.edu.pk,309635845,University of Punjab,Accounting,2.69,14/01/2024 9:24,9,75.244.172.211,Mobile,494,0.022,FALSE,FALSE,1,university,normal
APP00465,Angela Todd,ochoadonna42@iba.edu.pk,306098672,NUST,Software Engineering,3.83,25/01/2024 9:46,9,217.47.162.159,Desktop,356,0.104,FALSE,FALSE,1,university,normal
APP00343,Kevin Matthews,thomassalazar174@iba.edu.pk,307150383,Bahria University,Accounting,3.51,06/04/2024 22:40,22,23.93.76.255,Desktop,381,0.343,FALSE,FALSE,1,university,normal
APP00183,Carl Kelley,williamsthomas766@live.com,334590102,IBA Karachi,Mechanical Engineering,3.02,23/05/2024 19:17,19,189.207.127.95,Mobile,260,0.407,FALSE,FALSE,1,legit,normal
APP00542,Ashley Bradshaw,jessica36466@hotmail.com,338550515,University of Karachi,Business Administration,2.43,18/04/2024 17:00,17,103.4.143.228,Mobile,711,0.402,FALSE,FALSE,1,legit,normal
APP00391,Brenda Zuniga,goodmansamantha173@nust.edu.pk,306254872,IBA Karachi,Mechanical Engineering,2.42,13/06/2024 14:17,14,218.62.195.34,Mobile,488,0.403,FALSE,FALSE,1,university,normal
APP00111,Jesse Allen,mannnicole384@live.com,318956894,NUST,Computer Science,3.58,24/01/2024 14:06,14,221.66.56.164,Desktop,882,0.446,FALSE,FALSE,1,legit,normal
APP00847,Jeffrey Mendez,ethan66@hotmail.com,312661097,SZABIST,Mechanical Engineering,2.09,10/01/2024 2:09,2,136.80.254.130,Tablet,426,0.118,FALSE,FALSE,1,legit,suspicious
APP00596,Alicia Sims,mallory88155@lums.edu.pk,319735688,SZABIST,Computer Science,2.56,23/06/2024 16:59,16,52.91.65.235,Mobile,255,0.231,FALSE,FALSE,1,university,normal
APP00531,James Sherman,crystalstewart619@nu.edu.pk,319521981,NUST,Electrical Engineering,3.55,28/01/2024 13:35,13,135.214.183.190,Mobile,785,0.166,FALSE,FALSE,1,university,normal
APP00543,Mrs. Wendy Stone DVM,baileyblake276@iba.edu.pk,337156735,FAST NUCES,Computer Science,3.08,29/06/2024 13:07,13,184.152.124.159,Mobile,714,0.38,FALSE,FALSE,1,university,normal
APP00347,Diane Gilbert,zstone721@nu.edu.pk,335955170,LUMS,Computer Science,3.04,23/02/2024 19:59,19,11.45.229.131,Mobile,612,0.002,FALSE,FALSE,1,university,normal
APP00922,Jacob Lopez,millerchristine@yahoo.com,326310245,FAST NUCES,Software Engineering,3.75,07/02/2024 4:55,4,37.221.134.218,Mobile,444,0.533,FALSE,FALSE,1,legit,suspicious
APP00262,Timothy Evans,bsimpson440@outlook.com,302596917,FAST NUCES,Software Engineering,2.91,03/02/2024 17:14,17,87.80.123.55,Desktop,651,0.005,FALSE,FALSE,1,legit,normal
APP01090,Regina Peterson,user1073@tempmail.com,3002086368,Quaid-i-Azam University,Software Engineering,3.64,31/01/2024 2:02,2,113.129.253.61,Mobile,5,0.981,TRUE,TRUE,12,disposable,fake
APP00676,Rebecca Garcia,cortezdawn539@gmail.com,317986351,University of Punjab,Computer Science,2.47,07/05/2024 18:06,18,120.231.100.133,Mobile,456,0.375,FALSE,FALSE,1,legit,normal
APP00902,Amy Davis,danabarnes@yahoo.com,312006646,University of Punjab,Accounting,2.06,14/02/2024 16:10,16,90.40.236.106,Mobile,131,0.233,TRUE,FALSE,1,legit,suspicious
APP00869,Brandi Robinson,tnelson@hotmail.com,305421311,Bahria University,Software Engineering,3.3,19/04/2024 11:30,11,32.79.117.182,Desktop,118,0.057,FALSE,FALSE,7,legit,suspicious
APP00138,Joseph Mitchell,fvargas837@hotmail.com,313321942,PMAS-UAAR,Business Administration,2.1,03/05/2024 21:23,21,122.237.86.121,Tablet,687,0.391,FALSE,FALSE,1,legit,normal
APP00594,Katie Jarvis,lopezjoe540@iba.edu.pk,308888040,Bahria University,Data Science,3.29,16/05/2024 22:18,22,198.95.93.236,Desktop,582,0.44,FALSE,FALSE,1,university,normal
APP00708,Kyle Watts,thompsonbrian454@gmail.com,311166911,Bahria University,Mechanical Engineering,2.98,18/01/2024 9:21,9,12.198.192.5,Mobile,442,0.425,FALSE,FALSE,1,legit,normal
APP00893,Molly Rush,qgarcia@yahoo.com,333520273,University of Punjab,Accounting,3.34,08/06/2024 4:18,4,195.62.179.116,Tablet,476,0.149,FALSE,FALSE,1,legit,suspicious
APP00995,Sierra Weiss,ejones@gmail.com,313719411,University of Karachi,Mechanical Engineering,3.03,19/02/2024 9:37,9,177.231.140.203,Desktop,144,0.368,TRUE,FALSE,1,legit,suspicious
APP00690,Kimberly Caldwell,olivia34744@uet.edu.pk,336080140,NED University,Mechanical Engineering,3.85,02/04/2024 19:43,19,170.71.19.189,Desktop,826,0.443,FALSE,FALSE,1,university,normal
APP00717,Thomas Morrison,smithsarah336@yahoo.com,317061063,COMSATS,Computer Science,2.28,18/04/2024 21:26,21,24.180.114.99,Mobile,203,0.234,FALSE,FALSE,1,legit,normal
APP00030,Mrs. Elizabeth Lamb,lindadickson209@nu.edu.pk,329479356,COMSATS,Business Administration,3.72,14/01/2024 9:40,9,13.60.167.33,Desktop,553,0.024,FALSE,FALSE,1,university,normal
APP00166,Kyle Taylor,kelly47495@live.com,317813102,UET Lahore,Electrical Engineering,2.14,16/01/2024 10:28,10,101.82.146.25,Mobile,545,0.112,FALSE,FALSE,1,legit,normal
APP00249,Joseph Thomas,katherine15669@iba.edu.pk,337864135,SZABIST,Electrical Engineering,2.79,23/04/2024 15:10,15,202.249.234.209,Desktop,204,0.438,FALSE,FALSE,1,university,normal
APP00308,Jason Gordon,taylormarcus165@nust.edu.pk,302562037,Quaid-i-Azam University,Data Science,3.87,03/05/2024 19:01,19,199.158.9.248,Tablet,561,0.091,FALSE,FALSE,1,university,normal
APP00536,Cindy Small,kimberly14776@gmail.com,313503436,COMSATS,Data Science,2.55,06/06/2024 17:28,17,67.235.18.100,Mobile,320,0.483,FALSE,FALSE,1,legit,normal
APP00368,Brian Moore,inelson516@hotmail.com,322936178,GIK Institute,Business Administration,3.07,29/05/2024 17:42,17,51.163.4.254,Mobile,847,0.411,FALSE,FALSE,1,legit,normal
APP00335,Brandon Cohen,xhess267@nu.edu.pk,328780612,PMAS-UAAR,Computer Science,2.89,11/06/2024 17:37,17,209.150.29.166,Mobile,755,0.489,FALSE,FALSE,1,university,normal
APP00865,Sara Hawkins,jwilliams@yahoo.com,328280643,FAST NUCES,Business Administration,3.72,20/02/2024 9:12,9,32.79.117.182,Mobile,44,0.217,FALSE,FALSE,5,legit,suspicious
APP00762,Thomas Harvey,ystone23@outlook.com,315392083,University of Punjab,Computer Science,2.04,22/06/2024 10:24,10,133.28.177.201,Desktop,790,0.061,FALSE,FALSE,1,legit,normal
APP00450,James Hernandez,sandersjasmine475@nu.edu.pk,306540652,NUST,Mechanical Engineering,3.43,07/02/2024 8:17,8,193.9.138.142,Mobile,521,0.259,FALSE,FALSE,1,university,normal
APP00425,Omar Crosby,jordanzachary755@lums.edu.pk,314940319,Bahria University,Software Engineering,3.66,22/02/2024 11:12,11,140.89.212.222,Desktop,375,0.196,FALSE,FALSE,1,university,normal
APP01089,Philip Lucas,user7140@throwam.com,3009670766,University of Karachi,Electrical Engineering,4.31,30/05/2024 3:02,3,197.67.240.58,Mobile,5,0.984,TRUE,FALSE,20,disposable,fake
APP00778,Matthew Barr,qreynolds645@uet.edu.pk,337397463,IBA Karachi,Electrical Engineering,2.12,08/04/2024 11:30,11,179.81.166.200,Mobile,231,0.529,FALSE,FALSE,1,university,normal
APP00066,Mary Meadows,troyhanson654@hotmail.com,332721135,PMAS-UAAR,Computer Science,3.09,30/04/2024 15:28,15,88.183.252.61,Mobile,468,0.028,FALSE,FALSE,1,legit,normal
APP00449,Amanda Jones,timothy15745@lums.edu.pk,304905912,NUST,Software Engineering,2.03,25/02/2024 13:26,13,191.40.190.178,Desktop,439,0.274,FALSE,FALSE,1,university,normal
APP00981,Eric Goodman,drobinson@mailinator.com,322634085,PMAS-UAAR,Business Administration,3.1,25/06/2024 13:55,13,30.60.103.72,Mobile,182,0.322,TRUE,FALSE,1,legit,suspicious
APP01027,Whitney Krueger,user9152@throwam.com,3002488335,Air University,Mechanical Engineering,0.16,22/05/2024 2:01,2,3.115.24.253,Mobile,5,0.954,TRUE,TRUE,12,disposable,fake
APP00255,Ronald French,julie85941@nust.edu.pk,305652716,PMAS-UAAR,Accounting,2.24,03/02/2024 11:09,11,75.209.134.196,Mobile,848,0.136,FALSE,FALSE,1,university,normal
APP00797,Christopher Jimenez,morgan66512@uet.edu.pk,309995633,GIK Institute,Mechanical Engineering,3.08,05/03/2024 9:38,9,85.216.239.213,Tablet,452,0.383,FALSE,FALSE,1,university,normal
APP00313,Tiffany Elliott,aburch477@lums.edu.pk,324795715,PMAS-UAAR,Business Administration,3.07,08/02/2024 20:44,20,165.76.102.72,Mobile,803,0.367,FALSE,FALSE,1,university,normal
APP01066,Regina Peterson,user9152@throwam.com,3004017812,University of Karachi,Software Engineering,4.15,07/03/2024 23:01,23,177.219.29.131,Mobile,5,0.936,TRUE,FALSE,7,disposable,fake
APP00222,Lori Alexander,qhill17@nu.edu.pk,313419132,GIK Institute,Mechanical Engineering,3.35,11/04/2024 22:04,22,20.103.120.66,Mobile,426,0.132,FALSE,FALSE,1,university,normal
APP00236,Nathan Burke,garzakenneth491@uet.edu.pk,339965197,Air University,Mechanical Engineering,3.31,19/05/2024 8:50,8,192.32.238.98,Desktop,488,0.447,FALSE,FALSE,1,university,normal
APP00434,Judith Alexander,rharris267@nu.edu.pk,327044941,Air University,Data Science,3.77,06/03/2024 13:01,13,151.6.226.123,Mobile,541,0.477,FALSE,FALSE,1,university,normal
APP00600,Brian Wilkins,hnewman860@hotmail.com,313705405,IBA Karachi,Computer Science,2.08,22/03/2024 17:08,17,179.122.99.25,Mobile,571,0.101,FALSE,FALSE,1,legit,normal
APP00306,Rachel Sanchez,monicaprice993@nust.edu.pk,317946088,COMSATS,Electrical Engineering,2.67,06/04/2024 9:53,9,73.249.195.225,Desktop,610,0.318,FALSE,FALSE,1,university,normal
APP00925,Angela Ewing,blankenshiphannah@mailinator.com,309374022,SZABIST,Electrical Engineering,2.81,31/03/2024 13:53,13,107.202.27.228,Mobile,675,0.536,TRUE,FALSE,1,legit,suspicious
APP01052,Joel Lopez,user4532@mailinator.com,3002635366,PMAS-UAAR,Data Science,3.83,05/01/2024 3:02,3,154.254.232.9,Mobile,6,0.942,TRUE,TRUE,17,disposable,fake
APP01046,Fernando Aguirre,user954@throwam.com,3008942448,IBA Karachi,Software Engineering,3.61,07/02/2024 2:01,2,154.254.232.9,Mobile,2,0.889,TRUE,FALSE,6,disposable,fake
APP00250,Erik Taylor,bautistamark300@outlook.com,305611266,IBA Karachi,Data Science,2.55,27/04/2024 17:47,17,6.19.25.123,Desktop,627,0.062,FALSE,FALSE,1,legit,normal
APP00637,Jesse Gonzalez,jennifer59693@uet.edu.pk,325772070,Quaid-i-Azam University,Computer Science,2.05,12/01/2024 10:53,10,190.53.167.95,Mobile,495,0.408,FALSE,FALSE,1,university,normal
APP00491,Joel Avila,paulbowman189@yahoo.com,323441467,Bahria University,Computer Science,3.45,15/04/2024 14:19,14,84.138.159.140,Desktop,573,0.452,FALSE,FALSE,1,legit,normal
APP00072,Michelle Osborne,courtney19931@hotmail.com,323386328,NUST,Computer Science,2.32,19/03/2024 17:47,17,165.221.30.127,Tablet,702,0.242,FALSE,FALSE,1,legit,normal
APP00095,Angela Wolfe,kristen94180@nust.edu.pk,313217273,GIK Institute,Data Science,3.67,03/04/2024 16:32,16,53.243.35.206,Desktop,399,0.141,FALSE,FALSE,1,university,normal
APP00034,Margaret Michael,dschroeder886@outlook.com,313970445,University of Punjab,Electrical Engineering,2.05,26/03/2024 20:59,20,59.103.169.255,Desktop,541,0.475,FALSE,FALSE,1,legit,normal
APP00719,Emily Oconnor,terrelldavid511@uet.edu.pk,338383316,Bahria University,Electrical Engineering,3.39,16/04/2024 21:10,21,157.204.224.244,Desktop,267,0.267,FALSE,FALSE,1,university,normal
APP00260,Peter Walker,petersonalexander452@hotmail.com,331011340,University of Karachi,Software Engineering,3.89,03/02/2024 22:41,22,222.215.242.64,Mobile,429,0.513,FALSE,FALSE,1,legit,normal
APP00205,Alison Gutierrez,nancy77642@hotmail.com,339315137,FAST NUCES,Business Administration,3.79,20/06/2024 14:50,14,160.135.209.246,Mobile,657,0.229,FALSE,FALSE,1,legit,normal
APP00458,Greg Le,drusso556@live.com,334183910,NED University,Software Engineering,3.03,23/03/2024 19:29,19,71.96.205.71,Tablet,401,0.329,FALSE,FALSE,1,legit,normal
APP00975,Lisa Williams,tracy37@live.com,312442898,Bahria University,Business Administration,2.28,20/02/2024 14:37,14,23.226.49.6,Mobile,202,0.879,FALSE,FALSE,1,legit,suspicious
APP00436,Patricia Skinner,thomaspriscilla475@live.com,313811450,SZABIST,Mechanical Engineering,3.76,17/04/2024 18:39,18,115.147.91.226,Mobile,705,0.499,FALSE,FALSE,1,legit,normal
APP00078,Destiny Peters,rachel80371@iba.edu.pk,338416216,GIK Institute,Computer Science,2.39,20/05/2024 10:59,10,183.143.131.245,Mobile,414,0.384,FALSE,FALSE,1,university,normal
APP00085,Ashley Johnson,michaelcuevas933@iba.edu.pk,331257489,Bahria University,Software Engineering,2.78,16/06/2024 10:04,10,19.196.13.44,Desktop,600,0.146,FALSE,FALSE,1,university,normal
APP00965,Jill Gomez,diane37@gmail.com,314143117,Quaid-i-Azam University,Electrical Engineering,2.28,04/01/2024 18:30,18,198.10.140.210,Mobile,558,0.098,TRUE,FALSE,1,legit,suspicious
APP00083,Terry Hunter,qkelly715@outlook.com,317425184,IBA Karachi,Mechanical Engineering,3.47,12/01/2024 13:47,13,36.4.41.35,Desktop,604,0.446,FALSE,FALSE,1,legit,normal
APP00494,Mark Jones,anthony64873@hotmail.com,339245088,COMSATS,Software Engineering,2.31,27/02/2024 8:26,8,101.243.50.45,Tablet,135,0.523,FALSE,FALSE,1,legit,normal
APP00567,Jaime Barnes,raymondkatie659@iba.edu.pk,329383308,Air University,Mechanical Engineering,3.54,05/01/2024 8:21,8,48.248.77.137,Mobile,177,0.397,FALSE,FALSE,1,university,normal
APP00919,Erica Mcconnell,riosterri@yahoo.com,308095426,UET Lahore,Business Administration,3.24,22/01/2024 10:04,10,163.170.28.12,Mobile,23,0.164,FALSE,FALSE,1,legit,suspicious
APP00618,Anthony Lynch,williamsrobin867@iba.edu.pk,308001908,COMSATS,Computer Science,2.22,03/02/2024 22:01,22,21.1.129.208,Mobile,611,0.38,FALSE,FALSE,1,university,normal
APP00803,Kenneth Huffman,austin72534@nust.edu.pk,324079382,COMSATS,Accounting,2.01,05/05/2024 9:12,9,97.53.45.112,Desktop,173,0.078,FALSE,FALSE,1,university,normal
APP00426,Curtis Gonzalez,bakerjennifer123@yahoo.com,309265544,NED University,Computer Science,3.45,18/05/2024 8:54,8,51.174.209.156,Mobile,613,0.173,FALSE,FALSE,1,legit,normal
APP00534,Elijah Schroeder,rsmith118@lums.edu.pk,336458938,Air University,Computer Science,3.56,15/02/2024 12:25,12,88.88.72.19,Desktop,191,0.377,FALSE,FALSE,1,university,normal
APP00351,Elizabeth Hogan,pruitthaley382@yahoo.com,324068039,NUST,Electrical Engineering,2.76,26/04/2024 12:53,12,5.82.192.36,Desktop,514,0.263,FALSE,FALSE,1,legit,normal
APP00576,Mary Marshall,ubrown735@hotmail.com,332476750,SZABIST,Mechanical Engineering,3.49,30/03/2024 14:00,14,56.25.132.199,Mobile,691,0.065,FALSE,FALSE,1,legit,normal
APP00006,Holly Massey,amandalindsey285@nust.edu.pk,337120868,LUMS,Business Administration,2.68,20/06/2024 12:44,12,87.89.241.66,Desktop,819,0.335,FALSE,FALSE,1,university,normal
APP00311,Oscar Hale,sanchezjohn492@uet.edu.pk,312627170,FAST NUCES,Software Engineering,2.32,15/03/2024 9:30,9,111.209.141.44,Mobile,238,0.219,FALSE,FALSE,1,university,normal
APP00754,Jeff Woods,joshua54111@outlook.com,301206168,NED University,Accounting,2.13,19/02/2024 22:36,22,12.16.136.125,Desktop,249,0.141,FALSE,FALSE,1,legit,normal
APP00105,Calvin Moore,ryanphillips113@hotmail.com,303211291,FAST NUCES,Business Administration,3.5,01/03/2024 17:20,17,161.198.154.93,Mobile,136,0.029,FALSE,FALSE,1,legit,normal
APP00098,James Smith,twatson391@uet.edu.pk,322817745,SZABIST,Software Engineering,2.9,07/06/2024 22:35,22,102.113.183.162,Tablet,455,0.122,FALSE,FALSE,1,university,normal
APP00378,Chris Foster,charleswinters118@gmail.com,328477055,IBA Karachi,Accounting,3.17,08/06/2024 11:02,11,125.191.191.151,Tablet,818,0.21,FALSE,FALSE,1,legit,normal
APP00828,Melissa Collins,fsalas@throwam.com,324697296,Bahria University,Business Administration,3.3,20/06/2024 9:42,9,148.108.36.190,Tablet,259,0.348,TRUE,FALSE,1,legit,suspicious
APP00315,Paul Murray,billybailey81@live.com,331582647,Air University,Data Science,3.71,26/05/2024 18:39,18,40.57.140.109,Mobile,270,0.416,FALSE,FALSE,1,legit,normal
APP00845,Gerald Smith,nbenson@yahoo.com,313704659,NUST,Data Science,2.5,09/01/2024 9:07,9,151.250.166.253,Mobile,14,0.531,FALSE,FALSE,1,legit,suspicious
APP00507,Taylor Marquez,careyjames340@live.com,301822609,NUST,Electrical Engineering,3.89,11/02/2024 18:18,18,130.142.181.114,Desktop,745,0.385,FALSE,FALSE,1,legit,normal
APP00063,Laura Lopez,kwilliams436@nu.edu.pk,326902401,Bahria University,Electrical Engineering,2.51,05/03/2024 11:07,11,185.105.4.105,Mobile,858,0.066,FALSE,FALSE,1,university,normal
APP00282,Lisa Arnold,thumphrey778@gmail.com,336159172,NUST,Software Engineering,3.01,01/03/2024 14:31,14,57.180.196.74,Tablet,181,0.078,FALSE,FALSE,1,legit,normal
APP00825,Elizabeth Cole,james90@tempmail.com,306844074,University of Karachi,Electrical Engineering,3.92,28/06/2024 22:06,22,39.230.179.132,Mobile,871,0.334,FALSE,FALSE,1,disposable,suspicious
APP00267,Jaime Wiggins,loririvera255@yahoo.com,321450038,PMAS-UAAR,Mechanical Engineering,3.25,18/03/2024 11:33,11,201.161.0.43,Desktop,741,0.411,FALSE,FALSE,1,legit,normal
APP00559,Sabrina Thomas,ugoodwin264@nu.edu.pk,312241464,UET Lahore,Mechanical Engineering,2.12,09/04/2024 13:03,13,203.96.224.27,Tablet,384,0.146,FALSE,FALSE,1,university,normal
APP00239,Isabella Morris,crystal26457@outlook.com,327562142,COMSATS,Mechanical Engineering,3.29,25/06/2024 16:09,16,57.71.107.213,Tablet,473,0.266,FALSE,FALSE,1,legit,normal
APP00428,Mia Watkins,aaron97490@nust.edu.pk,309430135,Quaid-i-Azam University,Electrical Engineering,3.63,14/02/2024 15:07,15,28.2.109.165,Desktop,835,0.174,FALSE,FALSE,1,university,normal
APP00146,Stephen Gardner,holly7345@lums.edu.pk,337262974,UET Lahore,Accounting,2.03,18/01/2024 13:15,13,26.232.55.6,Desktop,870,0.057,FALSE,FALSE,1,university,normal
APP01028,David Nichols,user451@mailinator.com,3004020978,University of Punjab,Business Administration,0.36,10/06/2024 23:02,23,3.115.24.253,Mobile,5,0.892,TRUE,TRUE,8,disposable,fake
APP00433,Nancy Boyd,wsmith576@live.com,307684074,NUST,Accounting,2.31,25/02/2024 21:16,21,150.209.194.46,Desktop,607,0.053,FALSE,FALSE,1,legit,normal
APP00621,Amanda Roth,deckermark44@nust.edu.pk,312808875,FAST NUCES,Mechanical Engineering,3.25,31/05/2024 8:30,8,28.87.200.160,Tablet,241,0.024,FALSE,FALSE,1,university,normal
APP00119,Brandon Gibson,jenniferwilliams684@iba.edu.pk,321761976,IBA Karachi,Electrical Engineering,3.87,15/01/2024 8:13,8,153.141.223.45,Tablet,428,0.422,FALSE,FALSE,1,university,normal
APP00674,Kayla Warner,cmorton42@lums.edu.pk,336981414,Bahria University,Data Science,2.92,06/05/2024 9:54,9,52.188.212.133,Tablet,857,0.068,FALSE,FALSE,1,university,normal
APP00651,Timothy Jackson,oliviahorton407@yahoo.com,314960113,NUST,Data Science,3.4,31/01/2024 16:42,16,137.62.160.168,Tablet,714,0.512,FALSE,FALSE,1,legit,normal
APP00251,Dennis Ballard,bowmanvirginia275@yahoo.com,321698108,GIK Institute,Accounting,2.84,25/02/2024 14:06,14,74.156.156.138,Desktop,873,0.413,FALSE,FALSE,1,legit,normal
APP00486,Annette Cervantes,jonestyler342@live.com,337600153,Bahria University,Software Engineering,2.03,24/06/2024 13:22,13,24.170.75.153,Mobile,760,0.548,FALSE,FALSE,1,legit,normal
APP00286,Katie Moody,fstein478@lums.edu.pk,327820148,NUST,Data Science,2.68,23/02/2024 15:19,15,163.195.148.224,Mobile,594,0.066,FALSE,FALSE,1,university,normal
APP01099,Mary Carter,user9103@tempmail.com,3007779356,FAST NUCES,Electrical Engineering,0.34,05/01/2024 2:01,2,3.115.24.253,Mobile,7,0.915,TRUE,FALSE,16,disposable,fake
APP00010,Donna Lee,reevesricky142@outlook.com,332525206,GIK Institute,Computer Science,3.64,09/02/2024 18:10,18,126.162.205.141,Mobile,816,0.035,FALSE,FALSE,1,legit,normal
APP00480,Ronald Pratt,jessicataylor639@lums.edu.pk,318389750,FAST NUCES,Mechanical Engineering,2.44,24/06/2024 13:09,13,145.209.65.246,Desktop,895,0.047,FALSE,FALSE,1,university,normal
APP00197,Theresa Edwards,frank99741@live.com,307642917,UET Lahore,Mechanical Engineering,2.01,25/02/2024 17:04,17,217.103.106.21,Mobile,166,0.385,FALSE,FALSE,1,legit,normal
APP01004,Philip Lucas,user9900@yopmail.com,3006116030,Bahria University,Data Science,4.11,10/01/2024 2:03,2,177.219.29.131,Mobile,5,0.883,TRUE,FALSE,6,disposable,fake
APP00371,Heather Chapman,christine70631@yahoo.com,317524435,IBA Karachi,Data Science,3.49,27/06/2024 12:44,12,130.53.35.224,Mobile,800,0.21,FALSE,FALSE,1,legit,normal
APP00082,Christine Glover,harrisrachel858@live.com,333493017,COMSATS,Data Science,2.92,26/03/2024 16:48,16,42.204.59.103,Mobile,676,0.513,FALSE,FALSE,1,legit,normal
